element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
W,3,"=""135.6896""","=""0.0010""","=""135.6895""","=""0.0005""","=""50*""","=""""",,"=""9904.30""","=""83601.96""","=""5d4""","=""3P2""","=""0""","=""""","=""""","=""1""",,"=""""","=""L10405""",
W,3,"=""135.6896""","=""0.0010""","=""135.6897""","=""0.0005""","=""50*""","=""""",,"=""24490.58""","=""98188.14""","=""""","=""""","=""2""","=""""","=""""","=""1""",,"=""""","=""L10405""",
W,3,"=""135.7144""","=""0.0010""","=""135.7142""","=""0.0005""","=""30""","=""""",,"=""30507.27""","=""104191.52""","=""5d3.(2G).6s""","=""3G""","=""4""","=""5d2.(1G).6s.6p.(3P*)""","=""3H*""","=""5""",,"=""""","=""L10405""",
W,3,"=""135.7307""","=""0.0010""","=""135.7310""","=""0.0005""","=""80bl""","=""""",,"=""22955.03""","=""96630.14""","=""5d3.(4P).6s""","=""5P""","=""2""","=""""","=""""","=""3""",,"=""""","=""L10405""",
W,3,"=""135.7998""","=""0.0010""","=""135.7999""","=""0.0005""","=""30""","=""""",,"=""33631.43""","=""107269.17""","=""""","=""""","=""4""","=""""","=""""","=""3""",,"=""""","=""L10405""",
W,3,"=""135.8158""","=""0.0010""","=""135.8159""","=""0.0005""","=""10""","=""""",,"=""13992.14""","=""87621.20""","=""5d4""","=""3F2""","=""2""","=""""","=""""","=""2""",,"=""""","=""L10405""",
W,3,"=""135.8423""","=""0.0010""","=""135.8425""","=""0.0005""","=""100*""","=""""",,"=""36226.46""","=""109841.13""","=""""","=""""","=""3""","=""""","=""""","=""2""",,"=""""","=""L10405""",
W,3,"=""135.8423""","=""0.0010""","=""135.8430""","=""0.0005""","=""100*""","=""""",,"=""26588.54""","=""100202.96""","=""5d4""","=""1G2""","=""4""","=""""","=""""","=""4""",,"=""""","=""L10405""",
W,3,"=""135.8582""","=""0.0010""","=""135.8584""","=""0.0005""","=""100*""","=""""",,"=""12881.03""","=""86487.10""","=""5d4""","=""3P2""","=""1""","=""5d2.(3F).6s.6p.(3P*)""","=""5F*""","=""2""",,"=""""","=""L10405""",
W,3,"=""135.8582""","=""0.0010""","=""135.8584""","=""0.0005""","=""100*""","=""""",,"=""22955.03""","=""96561.09""","=""5d3.(4P).6s""","=""5P""","=""2""","=""""","=""""","=""2""",,"=""""","=""L10405""",
W,3,"=""135.8843""","=""0.0010""","=""135.8845""","=""0.0005""","=""80""","=""""",,"=""36226.46""","=""109818.37""","=""""","=""""","=""3""","=""""","=""""","=""4""",,"=""""","=""L10405""",
W,3,"=""135.9034""","=""0.0010""","=""135.9035""","=""0.0005""","=""3bl""","=""""",,"=""27726.22""","=""101307.86""","=""5d2.6s2""","=""1S""","=""0""","=""""","=""""","=""1""",,"=""""","=""L10405""",
W,3,"=""135.9141""","=""0.0010""","=""135.9144""","=""0.0005""","=""40""","=""""",,"=""22955.03""","=""96530.77""","=""5d3.(4P).6s""","=""5P""","=""2""","=""""","=""""","=""1""",,"=""""","=""L10405""",
W,3,"=""135.9239""","=""0.0010""","=""135.9241""","=""0.0005""","=""1""","=""""",,"=""24490.58""","=""98061.07""","=""""","=""""","=""2""","=""""","=""""","=""2""",,"=""""","=""L10405""",
W,3,"=""135.9507""","=""0.0010""","=""135.9507""","=""0.0005""","=""10""","=""""",,"=""28391.09""","=""101947.18""","=""5d3.(4F).6s""","=""3F""","=""3""","=""5d3.(2D1).6p""","=""3F*""","=""2""",,"=""""","=""L10405""",
W,3,"=""135.9986""","=""0.0010""","=""135.9987""","=""0.0005""","=""100""","=""""",,"=""14899.80""","=""88429.94""","=""5d4""","=""3F2""","=""3""","=""""","=""""","=""3""",,"=""""","=""L10405""",
W,3,"=""136.0121""","=""0.0010""","=""136.0123""","=""0.0005""","=""100bl""","=""""",,"=""39321.27""","=""112844.05""","=""5d3.(2D2).6s""","=""3D""","=""3""","=""""","=""""","=""2""",,"=""""","=""L10405""",
W,3,"=""136.0431""","=""0.0010""","=""136.0429""","=""0.0005""","=""50""","=""""",,"=""19851.87""","=""93358.07""","=""5d4""","=""3G""","=""3""","=""5d3.(4P).6p""","=""3D*""","=""3""",,"=""""","=""L10405""",
W,3,"=""136.0567""","=""0.0010""","=""136.0561""","=""0.0005""","=""3*""","=""""",,"=""39344.94""","=""112844.05""","=""""","=""""","=""2""","=""""","=""""","=""2""",,"=""""","=""L10405""",
W,3,"=""136.0567""","=""0.0010""","=""136.0570""","=""0.0005""","=""3*""","=""""",,"=""47181.63""","=""120680.26""","=""""","=""""","=""4""","=""5d2.(1G).6s.6p.(1P*)""","=""1H*""","=""5""",,"=""""","=""L10405""",
W,3,"=""136.0773""","=""0.0010""","=""136.0770""","=""0.0005""","=""100""","=""""",,"=""36353.31""","=""109841.13""","=""""","=""""","=""2""","=""""","=""""","=""2""",,"=""""","=""L10405""",
W,3,"=""136.0855""","=""0.0010""","=""136.0857""","=""0.0005""","=""30""","=""""",,"=""36467.29""","=""109950.38""","=""""","=""""","=""4""","=""""","=""""","=""3""",,"=""""","=""L10405""",
W,3,"=""136.0911""","=""0.0010""","=""136.0910""","=""0.0005""","=""80""","=""""",,"=""23080.82""","=""96561.09""","=""5d3.(4P).6s""","=""5P""","=""1""","=""""","=""""","=""2""",,"=""""","=""L10405""",
W,3,"=""136.0981""","=""0.0010""","=""136.0986""","=""0.0005""","=""1bl""","=""""",,"=""16621.08""","=""90097.20""","=""5d4""","=""3P2""","=""2""","=""""","=""""","=""3""",,"=""""","=""L10405""",
W,3,"=""136.1069""","=""0.0010""","=""136.1070""","=""0.0005""","=""1""","=""""",,"=""29800.86""","=""103272.45""","=""5d3.(2P).6s""","=""3P""","=""2""","=""""","=""""","=""1""",,"=""""","=""L10405""",
W,3,"=""136.1466""","=""0.0010""","=""136.1471""","=""0.0005""","=""30""","=""""",,"=""23080.82""","=""96530.77""","=""5d3.(4P).6s""","=""5P""","=""1""","=""""","=""""","=""1""",,"=""""","=""L10405""",
W,3,"=""136.1756""","=""0.0010""","=""136.1754""","=""0.0005""","=""80""","=""""",,"=""20432.53""","=""93867.25""","=""5d4""","=""3G""","=""4""","=""""","=""""","=""4""",,"=""""","=""L10405""",
W,3,"=""136.1905""","=""0.0010""","=""136.1909""","=""0.0005""","=""20""","=""""",,"=""37769.78""","=""111196.15""","=""5d3.(4F).6s""","=""3F""","=""4""","=""5d3.(2D1).6p""","=""3F*""","=""4""",,"=""""","=""L10405""",
W,3,"=""136.1993""","=""0.0010""","=""136.1991""","=""0.0005""","=""300""","=""""",,"=""6277.81""","=""79699.75""","=""5d4""","=""5D""","=""3""","=""5d3.(4P).6p""","=""5P*""","=""3""",,"=""""","=""L10405""",
W,3,"=""136.2091""","=""0.0010""","=""136.2088""","=""0.0005""","=""80""","=""""",,"=""29855.75""","=""103272.45""","=""5d3.(2P).6s""","=""3P""","=""1""","=""""","=""""","=""1""",,"=""""","=""L10405""",
W,3,"=""136.2254""","=""0.0010""","=""136.2252""","=""0.0005""","=""50bl""","=""""",,"=""12427.09""","=""85834.94""","=""5d3.(4F).6s""","=""5F""","=""2""","=""5d3.(2G).6p""","=""3F*""","=""3""",,"=""""","=""L10405""",
W,3,"=""136.2402""","=""0.0010""","=""136.2401""","=""0.0005""","=""200""","=""""",,"=""18376.40""","=""91776.22""","=""5d4""","=""3F2""","=""4""","=""5d2.(3F).6s.6p.(3P*)""","=""3F*""","=""4""",,"=""""","=""L10405""",
W,3,"=""136.2550""","=""0.0010""","=""136.2548""","=""0.0005""","=""200""","=""""",,"=""15038.04""","=""88429.94""","=""5d3.(4F).6s""","=""5F""","=""3""","=""""","=""""","=""3""",,"=""""","=""L10405""",
W,3,"=""136.2637""","=""0.0010""","=""136.2637""","=""0.0005""","=""300*""","=""""",,"=""23317.80""","=""96704.93""","=""5d4""","=""3G""","=""5""","=""5d2.(3F).6s.6p.(3P*)""","=""5D*""","=""4""",,"=""""","=""L10405""",
W,3,"=""136.2637""","=""0.0010""","=""136.2642""","=""0.0005""","=""300*""","=""""",,"=""18376.40""","=""91763.26""","=""5d4""","=""3F2""","=""4""","=""""","=""""","=""3""",,"=""""","=""L10405""",
W,3,"=""136.2875""","=""0.0010""","=""136.2878""","=""0.0005""","=""20""","=""""",,"=""19851.87""","=""93226.03""","=""5d4""","=""3G""","=""3""","=""5d3.(4P).6p""","=""3D*""","=""2""",,"=""""","=""L10405""",
W,3,"=""136.2940""","=""0.0010""","=""136.2942""","=""0.0005""","=""80""","=""""",,"=""28977.44""","=""102348.13""","=""5d3.(2H).6s""","=""3H""","=""4""","=""5d2.(3P).6s.6p.(3P*)""","=""5D*""","=""3""",,"=""""","=""L10405""",
W,3,"=""136.3194""","=""0.0010""","=""136.3194""","=""0.0005""","=""50""","=""""",,"=""43378.25""","=""116735.40""","=""5d3.(2F).6s""","=""3F""","=""4""","=""""","=""""","=""4""",,"=""""","=""L10405""",
W,3,"=""136.3305""","=""0.0010""","=""136.3306""","=""0.0005""","=""10""","=""""",,"=""36467.29""","=""109818.37""","=""""","=""""","=""4""","=""""","=""""","=""4""",,"=""""","=""L10405""",
W,3,"=""136.3403""","=""0.0010""","=""136.3398""","=""0.0005""","=""1""","=""""",,"=""20432.53""","=""93778.68""","=""5d4""","=""3G""","=""4""","=""""","=""""","=""5""",,"=""""","=""L10405""",
W,3,"=""136.3754""","=""0.0010""","=""136.3752""","=""0.0005""","=""20""","=""""",,"=""29800.86""","=""103127.98""","=""5d3.(2P).6s""","=""3P""","=""2""","=""""","=""""","=""3""",,"=""""","=""L10405""",
W,3,"=""136.3888""","=""0.0010""","=""136.3886""","=""0.0005""","=""100bl""","=""""",,"=""6277.81""","=""79597.73""","=""5d4""","=""5D""","=""3""","=""5d3.(4F).6p""","=""3F*""","=""4""",,"=""""","=""L10405""",
W,3,"=""136.4304""","=""0.0010""","=""136.4300""","=""0.0005""","=""80bl""","=""""",,"=""52568.07""","=""125865.71""","=""5d3.(2F).6s""","=""1F""","=""3""","=""5d2.(3P).6s.6p.(1P*)""","=""3D*""","=""3""",,"=""""","=""L10405""",
W,4,"=""136.4336""","=""0.0010""","=""136.4333""","=""0.0005""","=""100bl""","=""""",,"=""25167.81""","=""98463.71""","=""5d3""","=""2P""","=""3/2""","=""5d2.(3P).6p""","=""4D*""","=""1/2""",,"=""""","=""L6352""",
W,3,"=""136.4336""","=""0.0010""","=""136.4334""","=""0.0005""","=""100bl""","=""""",,"=""4461.19""","=""77757.00""","=""5d4""","=""5D""","=""2""","=""5d2.(3F).6s.6p.(3P*)""","=""5G*""","=""2""",,"=""""","=""L10405""",
W,3,"=""136.4383""","=""0.0010""","=""136.4382""","=""0.0005""","=""50""","=""""",,"=""37769.78""","=""111063.06""","=""5d3.(4F).6s""","=""3F""","=""4""","=""""","=""""","=""3""",,"=""""","=""L10405""",
W,3,"=""136.4592""","=""0.0010""","=""136.4593""","=""0.0005""","=""40""","=""""",,"=""16621.08""","=""89903.01""","=""5d4""","=""3P2""","=""2""","=""5d2.(3F).6s.6p.(3P*)""","=""5D*""","=""1""",,"=""""","=""L10405""",
W,3,"=""136.5333""","=""0.0010""","=""136.5331""","=""0.0005""","=""10""","=""""",,"=""31821.76""","=""105064.05""","=""5d3.(2G).6s""","=""3G""","=""3""","=""5d2.(3F).6s.6p.(1P*)""","=""3G*""","=""4""",,"=""""","=""L10405""",
W,3,"=""136.5933""","=""0.0010""","=""136.5935""","=""0.0005""","=""80""","=""""",,"=""22212.08""","=""95422.00""","=""5d4""","=""3D""","=""3""","=""5d2.(3F).6s.6p.(3P*)""","=""5D*""","=""3""",,"=""""","=""L10405""",
W,3,"=""136.6492""","=""0.0010""","=""136.6494""","=""0.0005""","=""30""","=""""",,"=""42615.95""","=""115795.95""","=""5d3.(2F).6s""","=""3F""","=""3""","=""""","=""""","=""3""",,"=""""","=""L10405""",
W,5,"=""136.7341""","=""0.0010""","=""136.7344""","=""0.0005""","=""74""","=""""",,"=""60295.5""","=""133430.0""","=""5d.6s""","=""3D""","=""2""","=""5d.(2D<3/2>).6p""","=""(3/2,3/2)*""","=""2""",,"=""""","=""L6650""",
W,3,"=""136.7933""","=""0.0010""","=""136.7936""","=""0.0005""","=""10""","=""""",,"=""29245.28""","=""102348.13""","=""5d4""","=""1F""","=""3""","=""5d2.(3P).6s.6p.(3P*)""","=""5D*""","=""3""",,"=""""","=""L10405""",
W,3,"=""136.7989""","=""0.0010""","=""136.7991""","=""0.0005""","=""100""","=""""",,"=""12427.09""","=""85527.01""","=""5d3.(4F).6s""","=""5F""","=""2""","=""""","=""""","=""2""",,"=""""","=""L10405""",
W,3,"=""136.8324""","=""0.0010""","=""136.8325""","=""0.0005""","=""30""","=""""",,"=""20696.62""","=""93778.68""","=""5d4""","=""3D""","=""2""","=""5d2.(3P).6s.6p.(3P*)""","=""5D*""","=""1""",,"=""""","=""L10405""",
W,3,"=""136.8833""","=""0.0010""","=""136.8841""","=""0.0005""","=""1bl""","=""""",,"=""37808.94""","=""110863.47""","=""""","=""""","=""1""","=""""","=""""","=""2""",,"=""""","=""L10405""",
W,3,"=""136.9104""","=""0.0010""","=""136.9103""","=""0.0005""","=""30""","=""""",,"=""24490.58""","=""97531.10""","=""""","=""""","=""2""","=""""","=""""","=""3""",,"=""""","=""L10405""",
W,3,"=""137.0012""","=""0.0010""","=""137.0010""","=""0.0005""","=""200""","=""""",,"=""28391.09""","=""101383.26""","=""5d3.(4F).6s""","=""3F""","=""3""","=""5d2.(3F).6s.6p.(3P*)""","=""3F*""","=""3""",,"=""""","=""L10405""",
W,4,"=""137.0012""","=""0.0010""","=""137.0023""","=""0.0005""","=""200""","=""""",,"=""46087.55""","=""119079.04""","=""5d2.(3P).6s""","=""4P""","=""5/2""","=""5d2.(1D).6p""","=""2D*""","=""5/2""",,"=""""","=""L6352""",
W,3,"=""137.0242""","=""0.0010""","=""137.0243""","=""0.0005""","=""400bl""","=""""",,"=""31211.76""","=""104191.52""","=""5d3.(2G).6s""","=""3G""","=""5""","=""5d2.(1G).6s.6p.(3P*)""","=""3H*""","=""5""",,"=""""","=""L10405""",
W,4,"=""137.0741""","=""0.0010""","=""137.0735""","=""0.0005""","=""80""","=""""",,"=""46087.55""","=""119041.11""","=""5d2.(3P).6s""","=""4P""","=""5/2""","=""5d2.(3P).6p""","=""2D*""","=""3/2""",,"=""""","=""L6352""",
W,3,"=""137.0993""","=""0.0010""","=""137.0990""","=""0.0005""","=""100""","=""""",,"=""31821.76""","=""104761.77""","=""5d3.(2G).6s""","=""3G""","=""3""","=""""","=""""","=""2""",,"=""""","=""L10405""",
W,3,"=""137.1314""","=""0.0010""","=""137.1306""","=""0.0005""","=""30*""","=""""",,"=""31838.58""","=""104761.77""","=""""","=""""","=""1""","=""""","=""""","=""2""",,"=""""","=""L10405""",
W,3,"=""137.1314""","=""0.0010""","=""137.1318""","=""0.0005""","=""30*""","=""""",,"=""22212.08""","=""95134.61""","=""5d4""","=""3D""","=""3""","=""5d2.(3P).6s.6p.(3P*)""","=""5D*""","=""2""",,"=""""","=""L10405""",
W,3,"=""137.1480""","=""0.0010""","=""137.1479""","=""0.0005""","=""60""","=""""",,"=""36904.37""","=""109818.37""","=""5d3.(2H).6s""","=""3H""","=""5""","=""""","=""""","=""4""",,"=""""","=""L10405""",
W,3,"=""137.1603""","=""0.0010""","=""137.1596""","=""0.0005""","=""50""","=""""",,"=""16723.24""","=""89630.99""","=""5d4""","=""3H""","=""5""","=""5d2.(3F).6s.6p.(3P*)""","=""5G*""","=""5""",,"=""""","=""L10405""",
W,4,"=""137.2007""","=""0.0010""","=""137.2005""","=""0.0005""","=""200d""","=""""",,"=""43224.40""","=""116110.43""","=""5d2.(3F).6s""","=""4F""","=""9/2""","=""5d2.(3P).6p""","=""4D*""","=""7/2""",,"=""""","=""L6352""",
W,3,"=""137.2170""","=""0.0010""","=""137.2166""","=""0.0005""","=""40""","=""""",,"=""13700.95""","=""86578.41""","=""5d4""","=""3H""","=""4""","=""""","=""""","=""3""",,"=""""","=""L10405""",
W,3,"=""137.2209""","=""0.0010""","=""137.2206""","=""0.0005""","=""50""","=""""",,"=""13992.14""","=""86867.50""","=""5d4""","=""3F2""","=""2""","=""""","=""""","=""2""",,"=""""","=""L10405""",
W,3,"=""137.2265""","=""0.0010""","=""137.2270""","=""0.0005""","=""100bl""","=""""",,"=""7686.68""","=""80558.62""","=""5d4""","=""5D""","=""4""","=""""","=""""","=""3""",,"=""""","=""L10405""",
W,3,"=""137.2460""","=""0.0010""","=""137.2458""","=""0.0005""","=""30""","=""""",,"=""6277.81""","=""79139.81""","=""5d4""","=""5D""","=""3""","=""""","=""""","=""3""",,"=""""","=""L10405""",
W,4,"=""137.3174""","=""0.0010""","=""137.3177""","=""0.0005""","=""80""","=""""",,"=""43286.60""","=""116110.43""","=""5d3""","=""2D1""","=""5/2""","=""5d2.(3P).6p""","=""4D*""","=""7/2""",,"=""""","=""L6352""",
W,5,"=""137.3439""","=""0.0010""","=""137.3453""","=""0.0005""","=""74""","=""""",,"=""72958.7""","=""145767.9""","=""5d.6s""","=""1D""","=""2""","=""5d.(2D<5/2>).6p""","=""(5/2,3/2)*""","=""3""",,"=""""","=""L6650""",
W,3,"=""137.3486""","=""0.0010""","=""137.3490""","=""0.0005""","=""100""","=""""",,"=""7686.68""","=""80493.89""","=""5d4""","=""5D""","=""4""","=""5d3.(4F).6p""","=""3G*""","=""5""",,"=""""","=""L10405""",
W,3,"=""137.3898""","=""0.0010""","=""137.3899""","=""0.0005""","=""80""","=""""",,"=""18376.40""","=""91161.95""","=""5d4""","=""3F2""","=""4""","=""""","=""""","=""5""",,"=""""","=""L10405""",
W,3,"=""137.3985""","=""0.0010""","=""137.3984""","=""0.0005""","=""30""","=""""",,"=""18380.90""","=""91161.95""","=""5d4""","=""3H""","=""6""","=""""","=""""","=""5""",,"=""""","=""L10405""",
W,3,"=""137.4091""","=""0.0010""","=""137.4092""","=""0.0005""","=""50""","=""""",,"=""29800.86""","=""102576.20""","=""5d3.(2P).6s""","=""3P""","=""2""","=""""","=""""","=""2""",,"=""""","=""L10405""",
W,3,"=""137.4995""","=""0.0010""","=""137.4993""","=""0.0005""","=""10""","=""""",,"=""33972.34""","=""106699.96""","=""""","=""""","=""2""","=""""","=""""","=""1""",,"=""""","=""L10405""",
W,3,"=""137.5110""","=""0.0010""","=""137.5111""","=""0.0005""","=""50""","=""""",,"=""14899.80""","=""87621.20""","=""5d4""","=""3F2""","=""3""","=""""","=""""","=""2""",,"=""""","=""L10405""",
W,3,"=""137.5196""","=""0.0010""","=""137.5198""","=""0.0005""","=""80""","=""""",,"=""17380.40""","=""90097.20""","=""5d3.(4F).6s""","=""5F""","=""4""","=""""","=""""","=""3""",,"=""""","=""L10405""",
W,3,"=""137.5345""","=""0.0010""","=""137.5348""","=""0.0005""","=""80""","=""""",,"=""16621.08""","=""89329.95""","=""5d4""","=""3P2""","=""2""","=""5d2.(3F).6s.6p.(3P*)""","=""5F*""","=""3""",,"=""""","=""L10405""",
W,4,"=""137.5888""","=""0.0010""","=""137.5888""","=""0.0005""","=""50""","=""""",,"=""43741.52""","=""116421.86""","=""5d3""","=""2D1""","=""3/2""","=""5d2.(1D).6p""","=""2P*""","=""3/2""",,"=""""","=""L6352""",
W,3,"=""137.6226""","=""0.0010""","=""137.6229""","=""0.0005""","=""80""","=""""",,"=""16621.08""","=""89283.42""","=""5d4""","=""3P2""","=""2""","=""5d3.(4P).6p""","=""3D*""","=""1""",,"=""""","=""L10405""",
W,3,"=""137.6537""","=""0.0010""","=""137.6539""","=""0.0005""","=""100""","=""""",,"=""12881.03""","=""85527.01""","=""5d4""","=""3P2""","=""1""","=""""","=""""","=""2""",,"=""""","=""L10405""",
W,3,"=""137.6777""","=""0.0010""","=""137.6777""","=""0.0005""","=""300""","=""""",,"=""10968.54""","=""83601.96""","=""5d3.(4F).6s""","=""5F""","=""1""","=""""","=""""","=""1""",,"=""""","=""L10405""",
W,3,"=""137.7017""","=""0.0010""","=""137.7018""","=""0.0005""","=""200bl""","=""""",,"=""30507.27""","=""103127.98""","=""5d3.(2G).6s""","=""3G""","=""4""","=""""","=""""","=""3""",,"=""""","=""L10405""",
W,3,"=""137.7086""","=""0.0010""","=""137.7086""","=""0.0005""","=""200""","=""""",,"=""12427.09""","=""85044.18""","=""5d3.(4F).6s""","=""5F""","=""2""","=""""","=""""","=""2""",,"=""""","=""L10405""",
W,3,"=""137.7208""","=""0.0010""","=""137.7211""","=""0.0005""","=""100""","=""""",,"=""4461.19""","=""77071.73""","=""5d4""","=""5D""","=""2""","=""5d3.(4F).6p""","=""3F*""","=""3""",,"=""""","=""L10405""",
W,3,"=""137.7732""","=""0.0010""","=""137.7730""","=""0.0005""","=""200*""","=""""",,"=""15038.04""","=""87621.20""","=""5d3.(4F).6s""","=""5F""","=""3""","=""""","=""""","=""2""",,"=""""","=""L10405""",
W,3,"=""137.7732""","=""0.0010""","=""137.7737""","=""0.0005""","=""200*""","=""""",,"=""13700.95""","=""86283.75""","=""5d4""","=""3H""","=""4""","=""""","=""""","=""3""",,"=""""","=""L10405""",
W,3,"=""137.7968""","=""0.0010""","=""137.7969""","=""0.0005""","=""100""","=""""",,"=""13700.95""","=""86271.52""","=""5d4""","=""3H""","=""4""","=""""","=""""","=""4""",,"=""""","=""L10405""",
W,3,"=""137.8120""","=""0.0010""","=""137.8129""","=""0.0005""","=""50""","=""""",,"=""27252.53""","=""99814.69""","=""5d3.(4P).6s""","=""5P""","=""3""","=""""","=""""","=""2""",,"=""""","=""L10405""",
W,3,"=""137.8309""","=""0.0010""","=""137.8309""","=""0.0005""","=""10""","=""""",,"=""15038.04""","=""87590.69""","=""5d3.(4F).6s""","=""5F""","=""3""","=""""","=""""","=""4""",,"=""""","=""L10405""",
W,3,"=""137.8419""","=""0.0010""","=""137.8412""","=""0.0005""","=""50bl""","=""""",,"=""29800.86""","=""102348.13""","=""5d3.(2P).6s""","=""3P""","=""2""","=""5d2.(3P).6s.6p.(3P*)""","=""5D*""","=""3""",,"=""""","=""L10405""",
W,3,"=""137.8630""","=""0.0010""","=""137.8631""","=""0.0005""","=""200""","=""""",,"=""2256.20""","=""74791.95""","=""5d4""","=""5D""","=""1""","=""""","=""""","=""2""",,"=""""","=""L10405""",
W,3,"=""137.8748""","=""0.0010""","=""137.8751""","=""0.0005""","=""30""","=""""",,"=""20696.62""","=""93226.03""","=""5d4""","=""3D""","=""2""","=""5d3.(4P).6p""","=""3D*""","=""2""",,"=""""","=""L10405""",
W,4,"=""137.9074""","=""0.0010""","=""137.9077""","=""0.0005""","=""50""","=""""",,"=""27937.63""","=""100449.92""","=""5d3""","=""2F""","=""5/2""","=""5d2.(3F).6p""","=""2D*""","=""3/2""",,"=""""","=""L6352""",
W,3,"=""137.9143""","=""0.0010""","=""137.9146""","=""0.0005""","=""300""","=""""",,"=""6277.81""","=""78786.47""","=""5d4""","=""5D""","=""3""","=""5d3.(4P).6p""","=""5P*""","=""2""",,"=""""","=""L10405""",
W,3,"=""137.9398""","=""0.0010""","=""137.9406""","=""0.0005""","=""60""","=""""",,"=""13992.14""","=""86487.10""","=""5d4""","=""3F2""","=""2""","=""5d2.(3F).6s.6p.(3P*)""","=""5F*""","=""2""",,"=""""","=""L10405""",
W,4,"=""137.9578""","=""0.0010""","=""137.9588""","=""0.0005""","=""600w""","=""""",,"=""39029.73""","=""111515.16""","=""5d2.(3F).6s""","=""4F""","=""7/2""","=""5d2.(3F).6p""","=""4D*""","=""7/2""",,"=""""","=""L6352""",
W,3,"=""137.9950""","=""0.0010""","=""137.9956""","=""0.0005""","=""50""","=""""",,"=""31821.76""","=""104287.86""","=""5d3.(2G).6s""","=""3G""","=""3""","=""""","=""""","=""2""",,"=""""","=""L10405""",
W,3,"=""138.0269""","=""0.0010""","=""138.0276""","=""0.0005""","=""1""","=""""",,"=""31838.58""","=""104287.86""","=""""","=""""","=""1""","=""""","=""""","=""2""",,"=""""","=""L10405""",
W,7,"=""138.0339""","=""0.0010""","=""138.0348""","=""0.0005""","=""2000""","=""""",,"=""446748.9""","=""519194.4""","=""4f14.5p5.(2P*<3/2>).6s""","=""(3/2,1/2)*""","=""1""","=""4f14.5p5.(2P*<3/2>).6p""","=""(3/2,1/2)""","=""2""",,"=""""","=""L3694""",
W,3,"=""138.0575""","=""0.0010""","=""138.0574""","=""0.0005""","=""3bl""","=""""",,"=""24097.14""","=""96530.77""","=""5d4""","=""3D""","=""1""","=""""","=""""","=""1""",,"=""""","=""L10405""",
W,3,"=""138.0731""","=""0.0010""","=""138.0729""","=""0.0005""","=""30""","=""""",,"=""0.00""","=""72425.51""","=""5d4""","=""5D""","=""0""","=""5d3.(4F).6p""","=""5D*""","=""1""",,"=""""","=""L10405""",
